model,Recall@12,MAP@12,HitRate@12,Candidate Recall,users_evaluated,average_candidates,training_time,inference_time,notes
CatBoost Hybrid,0.017166666666666663,0.00784229797979798,0.0185,0.05734999999999999,2000,222.5615,2.001511959009804,0.1688599589979276,CatBoostClassifier; common test cohort
